code,coding_system,description,entity,list_name,upload_date,medcode,CharlsonCategory
B1z..00,Read,malig neop oth/ill-defined sites digestive tract/peritoneum,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11009,"Any tumour, leukaemia, lymphoma"
B1z0.00,Read,malignant neoplasm of intestinal tract; part unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,17559,"Any tumour, leukaemia, lymphoma"
B1z0.11,Read,cancer of bowel,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11628,"Any tumour, leukaemia, lymphoma"
B1z1.00,Read,malignant neoplasm of spleen nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65460,"Any tumour, leukaemia, lymphoma"
B1z1000,Read,angiosarcoma of spleen,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,108667,"Any tumour, leukaemia, lymphoma"
B1z1100,Read,fibrosarcoma of spleen,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72224,"Any tumour, leukaemia, lymphoma"
B1z1z00,Read,malignant neoplasm of spleen nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,93778,"Any tumour, leukaemia, lymphoma"
B1z2.00,Read,malignant neoplasm; overlapping lesion of digestive system,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94776,"Any tumour, leukaemia, lymphoma"
B1zy.00,Read,malignant neoplasm other spec digestive tract and peritoneum,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,56918,"Any tumour, leukaemia, lymphoma"
B1zz.00,Read,malignant neoplasm of digestive tract and peritoneum nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,51255,"Any tumour, leukaemia, lymphoma"
B2...00,Read,malig neop of respiratory tract and intrathoracic organs,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34075,"Any tumour, leukaemia, lymphoma"
B20..00,Read,malig neop nasal cavities; middle ear and accessory sinuses,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,26652,"Any tumour, leukaemia, lymphoma"
B200.00,Read,malignant neoplasm of nasal cavities,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,23389,"Any tumour, leukaemia, lymphoma"
B200000,Read,malignant neoplasm of cartilage of nose,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71204,"Any tumour, leukaemia, lymphoma"
B200100,Read,malignant neoplasm of nasal conchae,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98911,"Any tumour, leukaemia, lymphoma"
B200200,Read,malignant neoplasm of septum of nose,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62761,"Any tumour, leukaemia, lymphoma"
B200300,Read,malignant neoplasm of vestibule of nose,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62182,"Any tumour, leukaemia, lymphoma"
B200z00,Read,malignant neoplasm of nasal cavities nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42856,"Any tumour, leukaemia, lymphoma"
B201.00,Read,malig neop auditory tube; middle ear and mastoid air cells,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,24456,"Any tumour, leukaemia, lymphoma"
B201000,Read,malignant neoplasm of auditory (eustachian) tube,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,107916,"Any tumour, leukaemia, lymphoma"
B201100,Read,malignant neoplasm of tympanic cavity,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98537,"Any tumour, leukaemia, lymphoma"
B201200,Read,malignant neoplasm of tympanic antrum,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,54613,"Any tumour, leukaemia, lymphoma"
B201300,Read,malignant neoplasm of mastoid air cells,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71946,"Any tumour, leukaemia, lymphoma"
B201z00,Read,malig neop auditory tube; middle ear; mastoid air cells nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73537,"Any tumour, leukaemia, lymphoma"
B202.00,Read,malignant neoplasm of maxillary sinus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,32174,"Any tumour, leukaemia, lymphoma"
B203.00,Read,malignant neoplasm of ethmoid sinus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,54636,"Any tumour, leukaemia, lymphoma"
B204.00,Read,malignant neoplasm of frontal sinus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15684,"Any tumour, leukaemia, lymphoma"
B205.00,Read,malignant neoplasm of sphenoidal sinus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65215,"Any tumour, leukaemia, lymphoma"
B206.00,Read,malignant neoplasm; overlapping lesion of accessory sinuses,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,39590,"Any tumour, leukaemia, lymphoma"
B20y.00,Read,malig neop other site nasal cavity; middle ear and sinuses,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96971,"Any tumour, leukaemia, lymphoma"
B20z.00,Read,malignant neoplasm of accessory sinus nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55246,"Any tumour, leukaemia, lymphoma"
B21..00,Read,malignant neoplasm of larynx,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,319,"Any tumour, leukaemia, lymphoma"
B210.00,Read,malignant neoplasm of glottis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,318,"Any tumour, leukaemia, lymphoma"
B2...11,Read,carcinoma of respiratory tract and intrathoracic organs,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,45307,"Any tumour, leukaemia, lymphoma"
B211.00,Read,malignant neoplasm of supraglottis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,26165,"Any tumour, leukaemia, lymphoma"
B212.00,Read,malignant neoplasm of subglottis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22441,"Any tumour, leukaemia, lymphoma"
B213.00,Read,malignant neoplasm of laryngeal cartilage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,43111,"Any tumour, leukaemia, lymphoma"
B213000,Read,malignant neoplasm of arytenoid cartilage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63460,"Any tumour, leukaemia, lymphoma"
B213100,Read,malignant neoplasm of cricoid cartilage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37805,"Any tumour, leukaemia, lymphoma"
B213200,Read,malignant neoplasm of cuneiform cartilage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,107878,"Any tumour, leukaemia, lymphoma"
B213300,Read,malignant neoplasm of thyroid cartilage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,47862,"Any tumour, leukaemia, lymphoma"
B213z00,Read,malignant neoplasm of laryngeal cartilage nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,97332,"Any tumour, leukaemia, lymphoma"
B214.00,Read,malignant neoplasm; overlapping lesion of larynx,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50579,"Any tumour, leukaemia, lymphoma"
B215.00,Read,malignant neoplasm of epiglottis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55374,"Any tumour, leukaemia, lymphoma"
B21y.00,Read,malignant neoplasm of larynx; other specified site,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,26813,"Any tumour, leukaemia, lymphoma"
B21z.00,Read,malignant neoplasm of larynx nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9237,"Any tumour, leukaemia, lymphoma"
B22..00,Read,malignant neoplasm of trachea; bronchus and lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,13243,"Any tumour, leukaemia, lymphoma"
B220.00,Read,malignant neoplasm of trachea,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15221,"Any tumour, leukaemia, lymphoma"
B220100,Read,malignant neoplasm of mucosa of trachea,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,103946,"Any tumour, leukaemia, lymphoma"
B220z00,Read,malignant neoplasm of trachea nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37810,"Any tumour, leukaemia, lymphoma"
B221.00,Read,malignant neoplasm of main bronchus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,12870,"Any tumour, leukaemia, lymphoma"
B221000,Read,malignant neoplasm of carina of bronchus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,17391,"Any tumour, leukaemia, lymphoma"
B221100,Read,malignant neoplasm of hilus of lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,33444,"Any tumour, leukaemia, lymphoma"
B221z00,Read,malignant neoplasm of main bronchus nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21698,"Any tumour, leukaemia, lymphoma"
B222.00,Read,malignant neoplasm of upper lobe; bronchus or lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10358,"Any tumour, leukaemia, lymphoma"
B222000,Read,malignant neoplasm of upper lobe bronchus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31700,"Any tumour, leukaemia, lymphoma"
B222100,Read,malignant neoplasm of upper lobe of lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,25886,"Any tumour, leukaemia, lymphoma"
B222.11,Read,pancoast's syndrome,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,20170,"Any tumour, leukaemia, lymphoma"
B222z00,Read,malignant neoplasm of upper lobe; bronchus or lung nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44169,"Any tumour, leukaemia, lymphoma"
B223.00,Read,malignant neoplasm of middle lobe; bronchus or lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31268,"Any tumour, leukaemia, lymphoma"
B223000,Read,malignant neoplasm of middle lobe bronchus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41523,"Any tumour, leukaemia, lymphoma"
B223100,Read,malignant neoplasm of middle lobe of lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,39923,"Any tumour, leukaemia, lymphoma"
B223z00,Read,malignant neoplasm of middle lobe; bronchus or lung nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,54134,"Any tumour, leukaemia, lymphoma"
B224.00,Read,malignant neoplasm of lower lobe; bronchus or lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31188,"Any tumour, leukaemia, lymphoma"
B224000,Read,malignant neoplasm of lower lobe bronchus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18678,"Any tumour, leukaemia, lymphoma"
B224100,Read,malignant neoplasm of lower lobe of lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,12582,"Any tumour, leukaemia, lymphoma"
B224z00,Read,malignant neoplasm of lower lobe; bronchus or lung nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42566,"Any tumour, leukaemia, lymphoma"
B225.00,Read,malignant neoplasm of overlapping lesion of bronchus & lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36371,"Any tumour, leukaemia, lymphoma"
B226.00,Read,mesothelioma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,7484,"Any tumour, leukaemia, lymphoma"
B22y.00,Read,malignant neoplasm of other sites of bronchus or lung,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,38961,"Any tumour, leukaemia, lymphoma"
B22z.00,Read,malignant neoplasm of bronchus or lung nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,3903,"Any tumour, leukaemia, lymphoma"
B22z.11,Read,lung cancer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2587,"Any tumour, leukaemia, lymphoma"
B23..00,Read,malignant neoplasm of pleura,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31573,"Any tumour, leukaemia, lymphoma"
B230.00,Read,malignant neoplasm of parietal pleura,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67107,"Any tumour, leukaemia, lymphoma"
B231.00,Read,malignant neoplasm of visceral pleura,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106194,"Any tumour, leukaemia, lymphoma"
B232.00,Read,mesothelioma of pleura,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9600,"Any tumour, leukaemia, lymphoma"
B23y.00,Read,malignant neoplasm of other specified pleura,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98104,"Any tumour, leukaemia, lymphoma"
B23z.00,Read,malignant neoplasm of pleura nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34742,"Any tumour, leukaemia, lymphoma"
B24..00,Read,malignant neoplasm of thymus; heart and mediastinum,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62556,"Any tumour, leukaemia, lymphoma"
B240.00,Read,malignant neoplasm of thymus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27483,"Any tumour, leukaemia, lymphoma"
B241.00,Read,malignant neoplasm of heart,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,95644,"Any tumour, leukaemia, lymphoma"
B241000,Read,malignant neoplasm of endocardium,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63430,"Any tumour, leukaemia, lymphoma"
B241200,Read,malignant neoplasm of myocardium,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65605,"Any tumour, leukaemia, lymphoma"
B241300,Read,malignant neoplasm of pericardium,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94975,"Any tumour, leukaemia, lymphoma"
B241400,Read,mesothelioma of pericardium,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,101885,"Any tumour, leukaemia, lymphoma"
B241z00,Read,malignant neoplasm of heart nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50289,"Any tumour, leukaemia, lymphoma"
B242.00,Read,malignant neoplasm of anterior mediastinum,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27715,"Any tumour, leukaemia, lymphoma"
B243.00,Read,malignant neoplasm of posterior mediastinum,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,92720,"Any tumour, leukaemia, lymphoma"
B24X.00,Read,malignant neoplasm of mediastinum; part unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,61064,"Any tumour, leukaemia, lymphoma"
B24y.00,Read,malig neop of other site of heart; thymus and mediastinum,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,100232,"Any tumour, leukaemia, lymphoma"
B24z.00,Read,malignant neoplasm of heart; thymus and mediastinum nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66750,"Any tumour, leukaemia, lymphoma"
B25..00,Read,malig neo; overlapping lesion of heart; mediastinum & pleura,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,39531,"Any tumour, leukaemia, lymphoma"
B26..00,Read,malignant neoplasm; overlap lesion of resp & intrathor orgs,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66646,"Any tumour, leukaemia, lymphoma"
B2z..00,Read,malig neop other/ill-defined sites resp/intrathoracic organs,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44356,"Any tumour, leukaemia, lymphoma"
B2z0.00,Read,malig neop of upper respiratory tract; part unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65793,"Any tumour, leukaemia, lymphoma"
B2zy.00,Read,malignant neoplasm of other site of respiratory tract,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,29283,"Any tumour, leukaemia, lymphoma"
B2zz.00,Read,malignant neoplasm of respiratory tract nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42569,"Any tumour, leukaemia, lymphoma"
B3...00,Read,malig neop of bone; connective tissue; skin and breast,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18608,"Any tumour, leukaemia, lymphoma"
B30..00,Read,malignant neoplasm of bone and articular cartilage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18314,"Any tumour, leukaemia, lymphoma"
B300.00,Read,malignant neoplasm of bones of skull and face,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,59036,"Any tumour, leukaemia, lymphoma"
B300000,Read,malignant neoplasm of ethmoid bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53594,"Any tumour, leukaemia, lymphoma"
B300100,Read,malignant neoplasm of frontal bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53599,"Any tumour, leukaemia, lymphoma"
B300200,Read,malignant neoplasm of malar bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,59520,"Any tumour, leukaemia, lymphoma"
B300300,Read,malignant neoplasm of nasal bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,95458,"Any tumour, leukaemia, lymphoma"
B300400,Read,malignant neoplasm of occipital bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55953,"Any tumour, leukaemia, lymphoma"
B300500,Read,malignant neoplasm of orbital bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50298,"Any tumour, leukaemia, lymphoma"
B300600,Read,malignant neoplasm of parietal bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,54747,"Any tumour, leukaemia, lymphoma"
B300700,Read,malignant neoplasm of sphenoid bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55595,"Any tumour, leukaemia, lymphoma"
B300800,Read,malignant neoplasm of temporal bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62104,"Any tumour, leukaemia, lymphoma"
B300900,Read,malignant neoplasm of zygomatic bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50299,"Any tumour, leukaemia, lymphoma"
B300A00,Read,malignant neoplasm of maxilla,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,17475,"Any tumour, leukaemia, lymphoma"
B300B00,Read,malignant neoplasm of turbinate,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96445,"Any tumour, leukaemia, lymphoma"
B300C00,Read,malignant neoplasm of vomer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44452,"Any tumour, leukaemia, lymphoma"
B300z00,Read,malignant neoplasm of bones of skull and face nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69146,"Any tumour, leukaemia, lymphoma"
B301.00,Read,malignant neoplasm of mandible,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,33833,"Any tumour, leukaemia, lymphoma"
B302.00,Read,malignant neoplasm of vertebral column,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,16704,"Any tumour, leukaemia, lymphoma"
B302000,Read,malignant neoplasm of cervical vertebra,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46939,"Any tumour, leukaemia, lymphoma"
B302100,Read,malignant neoplasm of thoracic vertebra,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,32372,"Any tumour, leukaemia, lymphoma"
B302200,Read,malignant neoplasm of lumbar vertebra,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,54691,"Any tumour, leukaemia, lymphoma"
B302z00,Read,malignant neoplasm of vertebral column nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,49701,"Any tumour, leukaemia, lymphoma"
B303.00,Read,malignant neoplasm of ribs; sternum and clavicle,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27528,"Any tumour, leukaemia, lymphoma"
B303000,Read,malignant neoplasm of rib,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37842,"Any tumour, leukaemia, lymphoma"
B303100,Read,malignant neoplasm of sternum,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,49491,"Any tumour, leukaemia, lymphoma"
B303200,Read,malignant neoplasm of clavicle,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66639,"Any tumour, leukaemia, lymphoma"
B303300,Read,malignant neoplasm of costal cartilage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60403,"Any tumour, leukaemia, lymphoma"
