code,coding_system,description,entity,list_name,upload_date,medcode,CharlsonCategory
H31z.00,Read,chronic bronchitis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15157,Chronic pulmonary disease
H32..00,Read,emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,794,Chronic pulmonary disease
H320.00,Read,chronic bullous emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,26306,Chronic pulmonary disease
H320000,Read,segmental bullous emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,56860,Chronic pulmonary disease
H320200,Read,giant bullous emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60188,Chronic pulmonary disease
H320300,Read,bullous emphysema with collapse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99536,Chronic pulmonary disease
H320z00,Read,chronic bullous emphysema nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,23492,Chronic pulmonary disease
H321.00,Read,panlobular emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46578,Chronic pulmonary disease
H322.00,Read,centrilobular emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10980,Chronic pulmonary disease
H32y.00,Read,other emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40788,Chronic pulmonary disease
H32y000,Read,acute vesicular emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,92955,Chronic pulmonary disease
H32y100,Read,atrophic (senile) emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,70787,Chronic pulmonary disease
H32yz00,Read,other emphysema nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,16410,Chronic pulmonary disease
H32z.00,Read,emphysema nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,33450,Chronic pulmonary disease
H36..00,Read,mild chronic obstructive pulmonary disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10863,Chronic pulmonary disease
H37..00,Read,moderate chronic obstructive pulmonary disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10802,Chronic pulmonary disease
H38..00,Read,severe chronic obstructive pulmonary disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9876,Chronic pulmonary disease
H39..00,Read,very severe chronic obstructive pulmonary disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,93568,Chronic pulmonary disease
H3A..00,Read,end stage chronic obstructive airways disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104608,Chronic pulmonary disease
H3y..00,Read,other specified chronic obstructive airways disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,12166,Chronic pulmonary disease
H3y0.00,Read,chronic obstruct pulmonary dis with acute lower resp infectn,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21061,Chronic pulmonary disease
H3y1.00,Read,chron obstruct pulmonary dis wth acute exacerbation; unspec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,7884,Chronic pulmonary disease
H3y..11,Read,other specified chronic obstructive pulmonary disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67040,Chronic pulmonary disease
H3z..00,Read,chronic obstructive airways disease nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5710,Chronic pulmonary disease
H3z..11,Read,chronic obstructive pulmonary disease nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37247,Chronic pulmonary disease
H572.00,Read,lung disease with systemic sclerosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94996,Connective tissue disease
H57y100,Read,lung disease with polymyositis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42940,Connective tissue disease
H57y400,Read,lung disease with systemic lupus erythematosus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31564,Connective tissue disease
H581.00,Read,interstitial emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22905,Chronic pulmonary disease
Hyu3000,Read,[x]other emphysema,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66058,Chronic pulmonary disease
Hyu3100,Read,[x]other specified chronic obstructive pulmonary disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65733,Chronic pulmonary disease
J08zB00,Read,orofacial granulomatosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22814,Connective tissue disease
J11..00,Read,gastric ulcer - (gu),diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,1262,Peptic ulcer disease
J110.00,Read,acute gastric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,24040,Peptic ulcer disease
J110000,Read,acute gastric ulcer without mention of complication,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64165,Peptic ulcer disease
J110100,Read,acute gastric ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,30054,Peptic ulcer disease
J110111,Read,bleeding acute gastric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11124,Peptic ulcer disease
J110200,Read,acute gastric ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,14671,Peptic ulcer disease
J110300,Read,acute gastric ulcer with haemorrhage and perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71403,Peptic ulcer disease
J110400,Read,acute gastric ulcer with obstruction,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,109546,Peptic ulcer disease
J110y00,Read,acute gastric ulcer unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,24342,Peptic ulcer disease
J110z00,Read,acute gastric ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44324,Peptic ulcer disease
J111.00,Read,chronic gastric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18654,Peptic ulcer disease
J111000,Read,chronic gastric ulcer without mention of complication,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48946,Peptic ulcer disease
J11..11,Read,prepyloric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,6333,Peptic ulcer disease
J111100,Read,chronic gastric ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63582,Peptic ulcer disease
J111111,Read,bleeding chronic gastric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36583,Peptic ulcer disease
J11..12,Read,pyloric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,3101,Peptic ulcer disease
J111200,Read,chronic gastric ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53336,Peptic ulcer disease
J111211,Read,perforated chronic gastric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11104,Peptic ulcer disease
J111300,Read,chronic gastric ulcer with haemorrhage and perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71897,Peptic ulcer disease
J111400,Read,chronic gastric ulcer with obstruction,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67356,Peptic ulcer disease
J111y00,Read,chronic gastric ulcer unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64556,Peptic ulcer disease
J111z00,Read,chronic gastric ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44309,Peptic ulcer disease
J112.00,Read,anti-platelet induced gastric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63001,Peptic ulcer disease
J112z00,Read,anti-platelet induced gastric ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,89227,Peptic ulcer disease
J113.00,Read,non steroidal anti inflammatory drug induced gastric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,89023,Peptic ulcer disease
J113z00,Read,non steroidal anti inflammatory drug induced gastric ulc nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,97993,Peptic ulcer disease
J11y.00,Read,unspecified gastric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53081,Peptic ulcer disease
J11y000,Read,unspecified gastric ulcer without mention of complication,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73338,Peptic ulcer disease
J11y100,Read,unspecified gastric ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57958,Peptic ulcer disease
J11y200,Read,unspecified gastric ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36461,Peptic ulcer disease
J11y400,Read,unspecified gastric ulcer with obstruction,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73697,Peptic ulcer disease
J11yy00,Read,unspec gastric ulcer; unspec haemorrhage and/or perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94397,Peptic ulcer disease
J11yz00,Read,unspecified gastric ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44284,Peptic ulcer disease
J11z.00,Read,gastric ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,29771,Peptic ulcer disease
J11z.11,Read,gastric erosions,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2877,Peptic ulcer disease
J11z.12,Read,multiple gastric ulcers,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,52323,Peptic ulcer disease
J12..00,Read,duodenal ulcer - (du),diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,352,Peptic ulcer disease
J120.00,Read,acute duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18027,Peptic ulcer disease
J120000,Read,acute duodenal ulcer without mention of complication,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44335,Peptic ulcer disease
J120100,Read,acute duodenal ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18001,Peptic ulcer disease
J120200,Read,acute duodenal ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18324,Peptic ulcer disease
J120300,Read,acute duodenal ulcer with haemorrhage and perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48730,Peptic ulcer disease
J120400,Read,acute duodenal ulcer with obstruction,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73417,Peptic ulcer disease
J120y00,Read,acute duodenal ulcer unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53822,Peptic ulcer disease
J120z00,Read,acute duodenal ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53797,Peptic ulcer disease
J121.00,Read,chronic duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9853,Peptic ulcer disease
J121000,Read,chronic duodenal ulcer without mention of complication,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,33438,Peptic ulcer disease
J121100,Read,chronic duodenal ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48951,Peptic ulcer disease
J121111,Read,bleeding chronic duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18625,Peptic ulcer disease
J121200,Read,chronic duodenal ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37643,Peptic ulcer disease
J121211,Read,perforated chronic duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,23087,Peptic ulcer disease
J121300,Read,chronic duodenal ulcer with haemorrhage and perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71881,Peptic ulcer disease
J121400,Read,chronic duodenal ulcer with obstruction,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44073,Peptic ulcer disease
J121y00,Read,chronic duodenal ulcer unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,52138,Peptic ulcer disease
J121z00,Read,chronic duodenal ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,51406,Peptic ulcer disease
J122.00,Read,duodenal ulcer disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22918,Peptic ulcer disease
J123.00,Read,duodenal erosion,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,3462,Peptic ulcer disease
J124.00,Read,recurrent duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,29317,Peptic ulcer disease
J125.00,Read,anti-platelet induced duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,89234,Peptic ulcer disease
J126.00,Read,non steroidal anti inflammatory drug induced duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,85989,Peptic ulcer disease
J12y.00,Read,unspecified duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53669,Peptic ulcer disease
J12y000,Read,unspecified duodenal ulcer without mention of complication,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71150,Peptic ulcer disease
J12y100,Read,unspecified duodenal ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2814,Peptic ulcer disease
J12y200,Read,unspecified duodenal ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,657,Peptic ulcer disease
J12y300,Read,unspecified duodenal ulcer with haemorrhage and perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,93436,Peptic ulcer disease
J12y400,Read,unspecified duodenal ulcer with obstruction,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71904,Peptic ulcer disease
J12yy00,Read,unspec duodenal ulcer; unspec haemorrhage and/or perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,28366,Peptic ulcer disease
J12yz00,Read,unspecified duodenal ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65737,Peptic ulcer disease
J12z.00,Read,duodenal ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15175,Peptic ulcer disease
J13..00,Read,peptic ulcer - (pu) site unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,670,Peptic ulcer disease
J130.00,Read,acute peptic ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,32856,Peptic ulcer disease
J130000,Read,acute peptic ulcer without mention of complication,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,68661,Peptic ulcer disease
J130100,Read,acute peptic ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44637,Peptic ulcer disease
J130200,Read,acute peptic ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5521,Peptic ulcer disease
J130300,Read,acute peptic ulcer with haemorrhage and perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,45304,Peptic ulcer disease
J130400,Read,acute peptic ulcer with obstruction,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,113325,Peptic ulcer disease
J130y00,Read,acute peptic ulcer unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67711,Peptic ulcer disease
J130z00,Read,acute peptic ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50048,Peptic ulcer disease
J131.00,Read,chronic peptic ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40997,Peptic ulcer disease
J131000,Read,chronic peptic ulcer without mention of complication,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99430,Peptic ulcer disease
J13..11,Read,stress ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15821,Peptic ulcer disease
J131100,Read,chronic peptic ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53126,Peptic ulcer disease
J131200,Read,chronic peptic ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37620,Peptic ulcer disease
J131400,Read,chronic peptic ulcer with obstruction,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,52313,Peptic ulcer disease
J131y00,Read,chronic peptic ulcer unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,70390,Peptic ulcer disease
J131z00,Read,chronic peptic ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69663,Peptic ulcer disease
J13y.00,Read,unspecified peptic ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50497,Peptic ulcer disease
J13y000,Read,unspecified peptic ulcer without mention of complication,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67082,Peptic ulcer disease
J13y100,Read,unspecified peptic ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,70456,Peptic ulcer disease
J13y200,Read,unspecified peptic ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64111,Peptic ulcer disease
J13y300,Read,unspecified peptic ulcer with haemorrhage and perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96622,Peptic ulcer disease
J13y400,Read,unspecified peptic ulcer with obstruction,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99670,Peptic ulcer disease
J13yz00,Read,unspecified peptic ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60249,Peptic ulcer disease
J13z.00,Read,peptic ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,19928,Peptic ulcer disease
J14..00,Read,gastrojejunal ulcer (gju),diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,23082,Peptic ulcer disease
J140.00,Read,acute gastrojejunal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,45184,Peptic ulcer disease
J140100,Read,acute gastrojejunal ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96628,Peptic ulcer disease
J140200,Read,acute gastrojejunal ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,102177,Peptic ulcer disease
J140300,Read,acute gastrojejunal ulcer with haemorrhage and perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106330,Peptic ulcer disease
J140z00,Read,acute gastrojejunal ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42274,Peptic ulcer disease
J141.00,Read,chronic gastrojejunal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96090,Peptic ulcer disease
J14..13,Read,jejunal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9981,Peptic ulcer disease
J141300,Read,chronic gastrojejunal ulcer with haemorrhage and perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,110244,Peptic ulcer disease
J14..14,Read,marginal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,4316,Peptic ulcer disease
J14..15,Read,stomal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,1295,Peptic ulcer disease
J14y.00,Read,unspecified gastrojejunal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63482,Peptic ulcer disease
J14y100,Read,unspecified gastrojejunal ulcer with haemorrhage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60346,Peptic ulcer disease
J14y200,Read,unspecified gastrojejunal ulcer with perforation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15979,Peptic ulcer disease
J14yz00,Read,unspecified gastrojejunal ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66092,Peptic ulcer disease
J14z.00,Read,gastrojejunal ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15403,Peptic ulcer disease
J6...00,Read,liver; biliary; pancreas + gastrointestinal diseases nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,13266,Mild liver disease
J600200,Read,acute yellow atrophy,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53704,Mild liver disease
J601200,Read,subacute yellow atrophy,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69313,Mild liver disease
J61..00,Read,cirrhosis and chronic liver disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,6863,Moderate/severe liver disease
J612.00,Read,alcoholic cirrhosis of liver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,4743,Moderate/severe liver disease
J612000,Read,alcoholic fibrosis and sclerosis of liver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21713,Moderate/severe liver disease
J612.11,Read,florid cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,68376,Moderate/severe liver disease
J612.12,Read,laennec's cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,100474,Moderate/severe liver disease
J614.00,Read,chronic hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,1754,Moderate/severe liver disease
J614000,Read,chronic persistent hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,23578,Moderate/severe liver disease
J614100,Read,chronic active hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9029,Moderate/severe liver disease
J614111,Read,autoimmune chronic active hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,7957,Moderate/severe liver disease
J614200,Read,chronic aggressive hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,1755,Moderate/severe liver disease
J614300,Read,recurrent hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53480,Moderate/severe liver disease
J614400,Read,chronic lobular hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66534,Moderate/severe liver disease
J614y00,Read,chronic hepatitis unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53877,Moderate/severe liver disease
J614z00,Read,chronic hepatitis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15489,Moderate/severe liver disease
J615.00,Read,cirrhosis - non alcoholic,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,16725,Moderate/severe liver disease
J615100,Read,multilobular portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69204,Moderate/severe liver disease
J615.11,Read,portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,47257,Moderate/severe liver disease
J615300,Read,diffuse nodular cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,3450,Moderate/severe liver disease
J615400,Read,fatty portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44676,Moderate/severe liver disease
J615500,Read,hypertrophic portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,92909,Moderate/severe liver disease
J615600,Read,capsular portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40567,Moderate/severe liver disease
J615700,Read,cardiac portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27438,Moderate/severe liver disease
J615800,Read,juvenile portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96664,Moderate/severe liver disease
J615812,Read,indian childhood cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,58184,Moderate/severe liver disease
J615C00,Read,xanthomatous portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,100253,Moderate/severe liver disease
J615D00,Read,bacterial portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73482,Moderate/severe liver disease
J615F00,Read,syphilitic portal cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,112044,Moderate/severe liver disease
J615H00,Read,infectious cirrhosis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48928,Moderate/severe liver disease
J615y00,Read,portal cirrhosis unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55454,Moderate/severe liver disease
J615z00,Read,non-alcoholic cirrhosis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,16455,Moderate/severe liver disease
J615z11,Read,macronodular cirrhosis of liver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22841,Moderate/severe liver disease
J615z12,Read,cryptogenic cirrhosis of liver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18739,Moderate/severe liver disease
J615z13,Read,cirrhosis of liver nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,1638,Moderate/severe liver disease
J615z15,Read,hepatic fibrosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71453,Moderate/severe liver disease
J616.00,Read,biliary cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9494,Moderate/severe liver disease
J616000,Read,primary biliary cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5638,Moderate/severe liver disease
J616100,Read,secondary biliary cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15424,Moderate/severe liver disease
J616200,Read,biliary cirrhosis of children,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,91591,Moderate/severe liver disease
J616z00,Read,biliary cirrhosis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,58630,Moderate/severe liver disease
J617.00,Read,alcoholic hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,7943,Moderate/severe liver disease
J617000,Read,chronic alcoholic hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,7602,Moderate/severe liver disease
J61y.00,Read,other non-alcoholic chronic liver disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42843,Moderate/severe liver disease
J61y300,Read,portal fibrosis without cirrhosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40963,Moderate/severe liver disease
J61y400,Read,hepatic fibrosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,25383,Moderate/severe liver disease
